FlyBase_FBgn	FlyBase_FBtr	FlyBase_FBpp
FBgn0036094	FBtr0076259	FBpp0075988
FBgn0036096	FBtr0076260	FBpp0075989
FBgn0036096	FBtr0331572	FBpp0303962
FBgn0036099	FBtr0076265	FBpp0075994
FBgn0036101	FBtr0089569	FBpp0088536
FBgn0036101	FBtr0089570	FBpp0089001
FBgn0036101	FBtr0089571	FBpp0089002
FBgn0036101	FBtr0331575	FBpp0303965
FBgn0036102	FBtr0076266	FBpp0075995
FBgn0036102	FBtr0339801	FBpp0308845
FBgn0036104	FBtr0076274	FBpp0076003
FBgn0036105	FBtr0076269	FBpp0075998
FBgn0036105	FBtr0333403	FBpp0305595
FBgn0036106	FBtr0076273	FBpp0076002
FBgn0036106	FBtr0346544	FBpp0312162
FBgn0036107	FBtr0076270	FBpp0075999
FBgn0036108	FBtr0076191	FBpp0075921
FBgn0036109	FBtr0076192	FBpp0075922
FBgn0036110	FBtr0076193	FBpp0075923
FBgn0036111	FBtr0076250	FBpp0075979
FBgn0036111	FBtr0076251	FBpp0075980
FBgn0036111	FBtr0076252	FBpp0075981
FBgn0036112	FBtr0076194	FBpp0075924
FBgn0036116	FBtr0076199	FBpp0075929
FBgn0036116	FBtr0076200	FBpp0075930
FBgn0036116	FBtr0076201	FBpp0075931
FBgn0036117	FBtr0076242	FBpp0075971
FBgn0036118	FBtr0076202	FBpp0075932
FBgn0036121	FBtr0076239	FBpp0075968
FBgn0036124	FBtr0076207	FBpp0075937
FBgn0036126	FBtr0076234	FBpp0075963
FBgn0036126	FBtr0332706	FBpp0304952
FBgn0036128	FBtr0113161	FBpp0112074
FBgn0036131	FBtr0076209	FBpp0075939
FBgn0036133	FBtr0076210	FBpp0075940
FBgn0036134	FBtr0300783	FBpp0290007
FBgn0036134	FBtr0300784	FBpp0290008
FBgn0036134	FBtr0300785	FBpp0290009
FBgn0036134	FBtr0300786	FBpp0290010
FBgn0036134	FBtr0301967	FBpp0291179
FBgn0036134	FBtr0332652	FBpp0304898
FBgn0036134	FBtr0332653	FBpp0304899
FBgn0036134	FBtr0332654	FBpp0304900
FBgn0036135	FBtr0076211	FBpp0075941
FBgn0036136	FBtr0076223	FBpp0075952
FBgn0036138	FBtr0302875	FBpp0292009
FBgn0036139	FBtr0076221	FBpp0075950
FBgn0036141	FBtr0076218	FBpp0075947
FBgn0036141	FBtr0076219	FBpp0075948
FBgn0036142	FBtr0076161	FBpp0075892
FBgn0036142	FBtr0331829	FBpp0304213
FBgn0036143	FBtr0300347	FBpp0289576
FBgn0036143	FBtr0300348	FBpp0289577
FBgn0036143	FBtr0300349	FBpp0289578
FBgn0036144	FBtr0076189	FBpp0075919
FBgn0036144	FBtr0076190	FBpp0075920
FBgn0036144	FBtr0100422	FBpp0099840
FBgn0036144	FBtr0306254	FBpp0297364
FBgn0036144	FBtr0306255	FBpp0297365
FBgn0036145	FBtr0076163	FBpp0075894
FBgn0036146	FBtr0076164	FBpp0075895
FBgn0036147	FBtr0076187	FBpp0075917
FBgn0036147	FBtr0076188	FBpp0075918
FBgn0036150	FBtr0076185	FBpp0075915
FBgn0036150	FBtr0345037	FBpp0311287
FBgn0036152	FBtr0076183	FBpp0075913
FBgn0036152	FBtr0333388	FBpp0305580
FBgn0036152	FBtr0333389	FBpp0305581
FBgn0036153	FBtr0076171	FBpp0075901
FBgn0036154	FBtr0076182	FBpp0075912
FBgn0036154	FBtr0345692	FBpp0311741
FBgn0036155	FBtr0076181	FBpp0075911
FBgn0036155	FBtr0333387	FBpp0305579
FBgn0036156	FBtr0076172	FBpp0075902
FBgn0036157	FBtr0076173	FBpp0075903
FBgn0036158	FBtr0300274	FBpp0289502
FBgn0036159	FBtr0076174	FBpp0075904
FBgn0036159	FBtr0076175	FBpp0075905
FBgn0036160	FBtr0076178	FBpp0075908
FBgn0036161	FBtr0076176	FBpp0075906
FBgn0036162	FBtr0076177	FBpp0075907
FBgn0036162	FBtr0331828	FBpp0304212
FBgn0036165	FBtr0076093	FBpp0099774
FBgn0036165	FBtr0344910	FBpp0311210
FBgn0036168	FBtr0113163	FBpp0112076
FBgn0036170	FBtr0076156	FBpp0075887
FBgn0036170	FBtr0339510	FBpp0308593
FBgn0036170	FBtr0346859	FBpp0312399
FBgn0036173	FBtr0076098	FBpp0075829
FBgn0036173	FBtr0290024	FBpp0288463
FBgn0036173	FBtr0305648	FBpp0296928
FBgn0036173	FBtr0333215	FBpp0305417
FBgn0036176	FBtr0076100	FBpp0075831
FBgn0036177	FBtr0076145	FBpp0075876
FBgn0036178	FBtr0076144	FBpp0075875
FBgn0036179	FBtr0110884	FBpp0110184
FBgn0036179	FBtr0307115	FBpp0297950
FBgn0036180	FBtr0273304	FBpp0271812
FBgn0036180	FBtr0273305	FBpp0271813
FBgn0036180	FBtr0273306	FBpp0271814
FBgn0036180	FBtr0301145	FBpp0290368
FBgn0036181	FBtr0076140	FBpp0075871
FBgn0036183	FBtr0076137	FBpp0075868
FBgn0036184	FBtr0076102	FBpp0075833
FBgn0036186	FBtr0076136	FBpp0075867
FBgn0036187	FBtr0076134	FBpp0075865
FBgn0036187	FBtr0076135	FBpp0075866
FBgn0036188	FBtr0076107	FBpp0075838
FBgn0036188	FBtr0331530	FBpp0303920
FBgn0036191	FBtr0273362	FBpp0271870
FBgn0036191	FBtr0300100	FBpp0289377
FBgn0036191	FBtr0344966	FBpp0311220
FBgn0036192	FBtr0300097	FBpp0289374
FBgn0036193	FBtr0290309	FBpp0288748
FBgn0036193	FBtr0332762	FBpp0305001
FBgn0036194	FBtr0076130	FBpp0075861
FBgn0036194	FBtr0076131	FBpp0075862
FBgn0036194	FBtr0332766	FBpp0305004
FBgn0036195	FBtr0301326	FBpp0290541
FBgn0036195	FBtr0332765	FBpp0305003
FBgn0036196	FBtr0076124	FBpp0075855
FBgn0036196	FBtr0076125	FBpp0075856
FBgn0036196	FBtr0076126	FBpp0075857
FBgn0036196	FBtr0076127	FBpp0075858
FBgn0036196	FBtr0076128	FBpp0075859
FBgn0036198	FBtr0076123	FBpp0075854
FBgn0036199	FBtr0076114	FBpp0075845
FBgn0036199	FBtr0076115	FBpp0075846
FBgn0036202	FBtr0113164	FBpp0112077
FBgn0036202	FBtr0332132	FBpp0304442
FBgn0036202	FBtr0479821	FBpp0428154
FBgn0036203	FBtr0076119	FBpp0075850
FBgn0036204	FBtr0076089	FBpp0075820
FBgn0036205	FBtr0076028	FBpp0075760
FBgn0036205	FBtr0332128	FBpp0304438
FBgn0036206	FBtr0076085	FBpp0075816
FBgn0036207	FBtr0076029	FBpp0075761
FBgn0036208	FBtr0076084	FBpp0075815
FBgn0036210	FBtr0076031	FBpp0075763
FBgn0036211	FBtr0076078	FBpp0075810
FBgn0036211	FBtr0076079	FBpp0075811
FBgn0036211	FBtr0110868	FBpp0110168
FBgn0036211	FBtr0110869	FBpp0110169
FBgn0036211	FBtr0301135	FBpp0290358
FBgn0036211	FBtr0302136	FBpp0291346
FBgn0036211	FBtr0343994	FBpp0310443
FBgn0036212	FBtr0076080	FBpp0075812
FBgn0036212	FBtr0110780	FBpp0110077
FBgn0036212	FBtr0302137	FBpp0291347
FBgn0036213	FBtr0076032	FBpp0075764
FBgn0036213	FBtr0345073	FBpp0311303
FBgn0036214	FBtr0076035	FBpp0075767
FBgn0036214	FBtr0332130	FBpp0304440
FBgn0036217	FBtr0076071	FBpp0075803
FBgn0036218	FBtr0300721	FBpp0289945
FBgn0036218	FBtr0300722	FBpp0289946
FBgn0036218	FBtr0300724	FBpp0289948
FBgn0036218	FBtr0332127	FBpp0304437
FBgn0036219	FBtr0076037	FBpp0075769
FBgn0036220	FBtr0473619	FBpp0423082
FBgn0036221	FBtr0076038	FBpp0075770
FBgn0036221	FBtr0332069	FBpp0304379
FBgn0036222	FBtr0076069	FBpp0075801
FBgn0036224	FBtr0076040	FBpp0075772
FBgn0036224	FBtr0346545	FBpp0312163
FBgn0036225	FBtr0076067	FBpp0075799
FBgn0036226	FBtr0076041	FBpp0075773
FBgn0036227	FBtr0076042	FBpp0075774
FBgn0036228	FBtr0076066	FBpp0075798
FBgn0036229	FBtr0076043	FBpp0075775
FBgn0036230	FBtr0473578	FBpp0423041
FBgn0036232	FBtr0076044	FBpp0075776
FBgn0036232	FBtr0310535	FBpp0302672
FBgn0036235	FBtr0290131	FBpp0288570
FBgn0036235	FBtr0330171	FBpp0303204
FBgn0036236	FBtr0076048	FBpp0075780
FBgn0036237	FBtr0076062	FBpp0075794
FBgn0036239	FBtr0076058	FBpp0075790
FBgn0036239	FBtr0076059	FBpp0075791
FBgn0036239	FBtr0076060	FBpp0075792
FBgn0036239	FBtr0300272	FBpp0289500
FBgn0036239	FBtr0344758	FBpp0311089
FBgn0036239	FBtr0479823	FBpp0428156
FBgn0036240	FBtr0076049	FBpp0075781
FBgn0036240	FBtr0076050	FBpp0075782
FBgn0036240	FBtr0332709	FBpp0304955
FBgn0036240	FBtr0332710	FBpp0304956
FBgn0036242	FBtr0076051	FBpp0075783
FBgn0036246	FBtr0075990	FBpp0075722
FBgn0036248	FBtr0075992	FBpp0075724
FBgn0036249	FBtr0075993	FBpp0075725
FBgn0036249	FBtr0347572	FBpp0312603
FBgn0036250	FBtr0076026	FBpp0075758
FBgn0036254	FBtr0076024	FBpp0075756
FBgn0036255	FBtr0300011	FBpp0289288
FBgn0036257	FBtr0075997	FBpp0075729
FBgn0036257	FBtr0334091	FBpp0306216
FBgn0036257	FBtr0334092	FBpp0306217
FBgn0036257	FBtr0334093	FBpp0306218
FBgn0036257	FBtr0481651	FBpp0428433
FBgn0036258	FBtr0076022	FBpp0075754
FBgn0036259	FBtr0273438	FBpp0271946
FBgn0036259	FBtr0330196	FBpp0303229
FBgn0036260	FBtr0076020	FBpp0075752
FBgn0036262	FBtr0290130	FBpp0288569
FBgn0036262	FBtr0333382	FBpp0305574
FBgn0036263	FBtr0076019	FBpp0075751
FBgn0036263	FBtr0333384	FBpp0305576
FBgn0036263	FBtr0346911	FBpp0312410
FBgn0036264	FBtr0076005	FBpp0075737
FBgn0036266	FBtr0076016	FBpp0075748
FBgn0036271	FBtr0076011	FBpp0075743
FBgn0036271	FBtr0333357	FBpp0305549
FBgn0036272	FBtr0076009	FBpp0075741
FBgn0036272	FBtr0076010	FBpp0075742
FBgn0036272	FBtr0346392	FBpp0312081
FBgn0036272	FBtr0346393	FBpp0312082
FBgn0036273	FBtr0076007	FBpp0075739
FBgn0036273	FBtr0333356	FBpp0305548
FBgn0036274	FBtr0301071	FBpp0290293
FBgn0036277	FBtr0075954	FBpp0075686
FBgn0036278	FBtr0075989	FBpp0075721
FBgn0036278	FBtr0330069	FBpp0303102
FBgn0036279	FBtr0075987	FBpp0075719
FBgn0036279	FBtr0333838	FBpp0305972
FBgn0036279	FBtr0333839	FBpp0305973
FBgn0036279	FBtr0333840	FBpp0305974
FBgn0036279	FBtr0333841	FBpp0305975
FBgn0036279	FBtr0333842	FBpp0305976
FBgn0036282	FBtr0075985	FBpp0075717
FBgn0036285	FBtr0075980	FBpp0075712
FBgn0036285	FBtr0332087	FBpp0304397
FBgn0036286	FBtr0075956	FBpp0075688
FBgn0036286	FBtr0308896	FBpp0301023
FBgn0036286	FBtr0346569	FBpp0312167
FBgn0036287	FBtr0113167	FBpp0112080
FBgn0036287	FBtr0346570	FBpp0312168
FBgn0036288	FBtr0075976	FBpp0075708
FBgn0036288	FBtr0332645	FBpp0304891
FBgn0036288	FBtr0332646	FBpp0304892
FBgn0036288	FBtr0332647	FBpp0304893
FBgn0036289	FBtr0075975	FBpp0075707
FBgn0036290	FBtr0089321	FBpp0088362
FBgn0036290	FBtr0089322	FBpp0089012
FBgn0036290	FBtr0345350	FBpp0311505
FBgn0036291	FBtr0075957	FBpp0075689
FBgn0036291	FBtr0332634	FBpp0304880
FBgn0036292	FBtr0075972	FBpp0075704
FBgn0036294	FBtr0075971	FBpp0075703
FBgn0036294	FBtr0332644	FBpp0304890
FBgn0036298	FBtr0075967	FBpp0075699
FBgn0036299	FBtr0075966	FBpp0075698
FBgn0036300	FBtr0075961	FBpp0075693
FBgn0036301	FBtr0075965	FBpp0075697
FBgn0036302	FBtr0300887	FBpp0290109
FBgn0036302	FBtr0300888	FBpp0290110
FBgn0036302	FBtr0300889	FBpp0290111
FBgn0036302	FBtr0332042	FBpp0304352
FBgn0036305	FBtr0075919	FBpp0075651
FBgn0036305	FBtr0075920	FBpp0075652
FBgn0036305	FBtr0075921	FBpp0075653
FBgn0036305	FBtr0331554	FBpp0303944
FBgn0036306	FBtr0100354	FBpp0099759
FBgn0036309	FBtr0075948	FBpp0075680
FBgn0036309	FBtr0075949	FBpp0075681
FBgn0036310	FBtr0075946	FBpp0075678
FBgn0036311	FBtr0075923	FBpp0075655
FBgn0036311	FBtr0075924	FBpp0075656
FBgn0036314	FBtr0075944	FBpp0075676
FBgn0036316	FBtr0075941	FBpp0075673
FBgn0036316	FBtr0075942	FBpp0075674
FBgn0036316	FBtr0075943	FBpp0075675
FBgn0036317	FBtr0075938	FBpp0075670
FBgn0036317	FBtr0075939	FBpp0075671
FBgn0036317	FBtr0273237	FBpp0271745
FBgn0036318	FBtr0273240	FBpp0271748
FBgn0036318	FBtr0273241	FBpp0271749
FBgn0036318	FBtr0332045	FBpp0304355
FBgn0036318	FBtr0332046	FBpp0304356
FBgn0036318	FBtr0332047	FBpp0304357
FBgn0036318	FBtr0332048	FBpp0304358
FBgn0036319	FBtr0075935	FBpp0075667
FBgn0036319	FBtr0332049	FBpp0304359
FBgn0036319	FBtr0345343	FBpp0311498
FBgn0036320	FBtr0075936	FBpp0075668
FBgn0036321	FBtr0075868	FBpp0075602
FBgn0036323	FBtr0075870	FBpp0075604
FBgn0036324	FBtr0113169	FBpp0112082
FBgn0036324	FBtr0343628	FBpp0310223
FBgn0036325	FBtr0075903	FBpp0075635
FBgn0036327	FBtr0075900	FBpp0075634
FBgn0036328	FBtr0075871	FBpp0075605
FBgn0036329	FBtr0075872	FBpp0075606
FBgn0036330	FBtr0075873	FBpp0075607
FBgn0036330	FBtr0300699	FBpp0289923
FBgn0036331	FBtr0479869	
FBgn0036332	FBtr0075899	FBpp0075633
FBgn0036333	FBtr0075898	FBpp0075632
FBgn0036334	FBtr0075875	FBpp0075609
FBgn0036335	FBtr0075897	FBpp0075631
FBgn0036336	FBtr0075876	FBpp0075610
FBgn0036336	FBtr0332075	FBpp0304385
FBgn0036337	FBtr0075895	FBpp0075629
FBgn0036337	FBtr0075896	FBpp0075630
FBgn0036337	FBtr0346531	FBpp0312149
FBgn0036340	FBtr0075883	FBpp0075617
FBgn0036341	FBtr0075886	FBpp0075620
FBgn0036341	FBtr0332076	FBpp0304386
FBgn0036342	FBtr0075887	FBpp0075621
FBgn0036342	FBtr0332077	FBpp0304387
FBgn0036342	FBtr0345366	FBpp0311520
FBgn0036343	FBtr0075893	FBpp0075627
FBgn0036345	FBtr0075892	FBpp0075626
FBgn0036346	FBtr0075891	FBpp0075625
FBgn0036348	FBtr0479925	FBpp0428257
FBgn0036349	FBtr0075840	FBpp0075576
FBgn0036350	FBtr0331787	FBpp0304172
FBgn0036351	FBtr0075866	FBpp0075600
FBgn0036352	FBtr0075844	FBpp0075580
FBgn0036353	FBtr0075864	FBpp0075598
FBgn0036353	FBtr0075865	FBpp0075599
FBgn0036354	FBtr0075863	FBpp0075597
FBgn0036354	FBtr0321318	FBpp0302861
FBgn0036356	FBtr0075861	FBpp0075595
FBgn0036356	FBtr0345341	FBpp0311496
FBgn0036359	FBtr0075857	FBpp0075591
FBgn0036360	FBtr0075855	FBpp0075590
FBgn0036361	FBtr0075854	FBpp0075589
FBgn0036361	FBtr0303093	FBpp0292212
FBgn0036362	FBtr0089323	FBpp0089010
FBgn0036363	FBtr0075853	FBpp0075588
FBgn0036364	FBtr0075850	FBpp0075585
FBgn0036364	FBtr0331532	FBpp0303922
FBgn0036365	FBtr0075851	FBpp0075586
FBgn0036365	FBtr0075852	FBpp0075587
FBgn0036365	FBtr0331533	FBpp0303923
FBgn0036365	FBtr0331534	FBpp0303924
FBgn0036366	FBtr0075825	FBpp0075567
FBgn0036367	FBtr0075824	FBpp0075566
FBgn0036368	FBtr0302487	FBpp0291649
FBgn0036368	FBtr0302488	FBpp0291650
FBgn0036368	FBtr0304791	FBpp0293331
FBgn0036368	FBtr0304792	FBpp0293332
FBgn0036369	FBtr0075820	FBpp0075562
FBgn0036369	FBtr0075821	FBpp0075563
FBgn0036369	FBtr0075822	FBpp0075564
FBgn0036369	FBtr0075823	FBpp0075565
FBgn0036369	FBtr0331535	FBpp0303925
FBgn0036369	FBtr0345364	FBpp0311518
FBgn0036372	FBtr0075819	FBpp0075561
FBgn0036373	FBtr0075810	FBpp0075552
FBgn0036373	FBtr0075811	FBpp0075553
FBgn0036374	FBtr0075812	FBpp0075554
FBgn0036374	FBtr0304904	FBpp0293443
FBgn0036374	FBtr0340705	FBpp0309524
FBgn0036376	FBtr0075813	FBpp0075555
FBgn0036376	FBtr0075814	FBpp0075556
FBgn0036376	FBtr0330342	FBpp0303374
FBgn0036377	FBtr0075817	FBpp0075559
FBgn0036380	FBtr0306683	FBpp0297622
FBgn0036381	FBtr0075801	FBpp0075543
FBgn0036382	FBtr0075754	FBpp0075496
FBgn0036382	FBtr0075755	FBpp0075497
FBgn0036386	FBtr0075792	FBpp0075534
FBgn0036389	FBtr0075759	FBpp0075501
FBgn0036389	FBtr0346645	FBpp0312225
FBgn0036390	FBtr0075790	FBpp0075532
FBgn0036391	FBtr0333026	FBpp0305240
FBgn0036391	FBtr0333027	FBpp0305241
FBgn0036391	FBtr0333028	FBpp0305242
FBgn0036391	FBtr0333029	FBpp0305243
FBgn0036393	FBtr0333024	FBpp0305238
FBgn0036394	FBtr0075765	FBpp0075507
FBgn0036395	FBtr0075767	FBpp0075509
FBgn0036396	FBtr0075787	FBpp0075529
FBgn0036397	FBtr0075785	FBpp0075527
FBgn0036397	FBtr0075786	FBpp0075528
FBgn0036397	FBtr0333025	FBpp0305239
FBgn0036398	FBtr0075768	FBpp0075510
FBgn0036398	FBtr0333050	FBpp0305264
FBgn0036402	FBtr0075769	FBpp0075511
FBgn0036402	FBtr0304672	FBpp0293214
FBgn0036402	FBtr0343100	FBpp0309806
FBgn0036403	FBtr0075770	FBpp0075512
FBgn0036405	FBtr0075774	FBpp0075516
FBgn0036405	FBtr0302433	FBpp0291625
FBgn0036406	FBtr0075780	FBpp0075522
FBgn0036410	FBtr0075779	FBpp0075521
FBgn0036410	FBtr0334054	FBpp0306180
FBgn0036410	FBtr0347505	FBpp0312579
FBgn0036411	FBtr0075748	FBpp0075490
FBgn0036411	FBtr0330178	FBpp0303211
FBgn0036414	FBtr0089524	FBpp0088509
FBgn0036414	FBtr0321258	FBpp0302810
FBgn0036415	FBtr0075736	FBpp0075478
FBgn0036415	FBtr0075737	FBpp0075479
FBgn0036416	FBtr0075740	FBpp0075482
FBgn0036417	FBtr0075741	FBpp0075483
FBgn0036417	FBtr0321257	FBpp0302809
FBgn0036419	FBtr0075744	FBpp0075486
FBgn0036421	FBtr0113170	FBpp0112083
FBgn0036421	FBtr0333022	FBpp0305236
FBgn0036422	FBtr0075729	FBpp0075472
FBgn0036423	FBtr0273239	FBpp0271747
FBgn0036423	FBtr0333040	FBpp0305254
FBgn0036426	FBtr0290282	FBpp0288721
FBgn0036427	FBtr0333038	FBpp0305252
FBgn0036427	FBtr0333039	FBpp0305253
FBgn0036428	FBtr0075723	FBpp0075466
FBgn0036428	FBtr0075724	FBpp0075467
FBgn0036428	FBtr0333037	FBpp0305251
FBgn0036433	FBtr0075677	FBpp0075429
FBgn0036433	FBtr0075678	FBpp0075430
FBgn0036433	FBtr0301239	FBpp0290457
FBgn0036436	FBtr0075712	FBpp0075456
FBgn0036437	FBtr0075684	FBpp0075434
FBgn0036438	FBtr0075685	FBpp0075435
FBgn0036439	FBtr0075711	FBpp0075455
FBgn0036440	FBtr0075710	FBpp0075454
FBgn0036440	FBtr0333018	FBpp0305232
FBgn0036441	FBtr0075687	FBpp0075437
FBgn0036442	FBtr0075689	FBpp0075439
FBgn0036443	FBtr0075709	FBpp0075453
FBgn0036446	FBtr0075690	FBpp0075440
FBgn0036446	FBtr0333044	FBpp0305258
FBgn0036447	FBtr0075701	FBpp0075451
FBgn0036448	FBtr0075700	FBpp0075450
FBgn0036449	FBtr0075699	FBpp0075449
FBgn0036449	FBtr0300190	FBpp0289427
FBgn0036450	FBtr0075691	FBpp0075441
FBgn0036451	FBtr0075693	FBpp0075443
FBgn0036451	FBtr0333074	FBpp0305287
FBgn0036451	FBtr0333075	FBpp0305288
FBgn0036454	FBtr0075695	FBpp0075445
FBgn0036454	FBtr0110825	FBpp0110122
FBgn0036459	FBtr0309063	FBpp0301080
FBgn0036460	FBtr0075624	FBpp0075377
FBgn0036460	FBtr0309064	FBpp0301081
FBgn0036461	FBtr0113171	FBpp0112084
FBgn0036461	FBtr0347146	FBpp0312477
FBgn0036462	FBtr0075672	FBpp0075425
FBgn0036463	FBtr0075671	FBpp0075424
FBgn0036463	FBtr0333876	FBpp0306008
FBgn0036465	FBtr0075669	FBpp0075422
FBgn0036466	FBtr0075666	FBpp0075419
FBgn0036467	FBtr0075665	FBpp0075418
FBgn0036468	FBtr0075664	FBpp0075417
FBgn0036469	FBtr0075663	FBpp0075416
FBgn0036469	FBtr0333874	FBpp0306006
FBgn0036470	FBtr0075631	FBpp0075384
FBgn0036471	FBtr0114510	FBpp0113002
FBgn0036474	FBtr0075659	FBpp0075412
FBgn0036474	FBtr0310278	FBpp0301961
FBgn0036476	FBtr0075657	FBpp0075410
FBgn0036479	FBtr0075637	FBpp0075390
FBgn0036480	FBtr0075638	FBpp0075391
FBgn0036480	FBtr0303375	FBpp0292437
FBgn0036480	FBtr0333853	FBpp0305986
FBgn0036481	FBtr0075655	FBpp0075408
FBgn0036481	FBtr0075656	FBpp0075409
FBgn0036481	FBtr0303378	FBpp0292440
FBgn0036481	FBtr0333935	FBpp0306063
FBgn0036481	FBtr0344235	FBpp0310639
FBgn0036482	FBtr0075653	FBpp0075406
FBgn0036482	FBtr0075654	FBpp0075407
FBgn0036483	FBtr0075651	FBpp0075404
FBgn0036483	FBtr0075652	FBpp0075405
FBgn0036484	FBtr0075640	FBpp0075393
FBgn0036484	FBtr0331830	FBpp0304214
FBgn0036485	FBtr0075641	FBpp0075394
FBgn0036485	FBtr0331831	FBpp0304215
FBgn0036486	FBtr0075646	FBpp0075399
FBgn0036487	FBtr0075642	FBpp0075395
FBgn0036488	FBtr0075643	FBpp0075396
FBgn0036489	FBtr0075645	FBpp0075398
FBgn0036490	FBtr0075644	FBpp0075397
FBgn0036491	FBtr0113172	FBpp0112085
FBgn0036492	FBtr0075618	FBpp0075371
FBgn0036493	FBtr0100360	FBpp0099766
FBgn0036493	FBtr0110880	FBpp0110180
FBgn0036493	FBtr0110881	FBpp0110181
FBgn0036493	FBtr0301185	FBpp0290403
FBgn0036493	FBtr0334105	FBpp0306227
FBgn0036494	FBtr0075614	FBpp0075367
FBgn0036494	FBtr0306307	FBpp0297410
FBgn0036494	FBtr0306308	FBpp0297411
FBgn0036495	FBtr0075615	FBpp0075368
FBgn0036496	FBtr0075617	FBpp0075370
FBgn0036496	FBtr0332815	FBpp0305038
FBgn0036497	FBtr0075616	FBpp0075369
FBgn0036498	FBtr0075544	FBpp0075299
FBgn0036499	FBtr0075546	FBpp0075301
FBgn0036500	FBtr0075547	FBpp0075302
FBgn0036501	FBtr0075548	FBpp0075303
FBgn0036502	FBtr0075604	FBpp0075357
FBgn0036502	FBtr0334085	FBpp0306210
FBgn0036503	FBtr0075603	FBpp0075356
FBgn0036504	FBtr0075556	FBpp0075310
FBgn0036505	FBtr0075599	FBpp0075352
FBgn0036505	FBtr0075600	FBpp0075353
FBgn0036509	FBtr0075596	FBpp0075349
FBgn0036510	FBtr0075561	FBpp0075314
FBgn0036510	FBtr0306154	FBpp0297284
FBgn0036510	FBtr0306155	FBpp0297285
FBgn0036510	FBtr0306156	FBpp0297286
FBgn0036510	FBtr0331934	FBpp0304267
FBgn0036512	FBtr0075563	FBpp0075316
FBgn0036514	FBtr0075564	FBpp0075317
FBgn0036515	FBtr0075565	FBpp0075318
FBgn0036515	FBtr0075566	FBpp0075319
FBgn0036516	FBtr0075592	FBpp0075345
FBgn0036516	FBtr0300329	FBpp0289558
FBgn0036516	FBtr0301186	FBpp0290404
FBgn0036516	FBtr0332095	FBpp0304405
FBgn0036518	FBtr0075567	FBpp0075320
FBgn0036518	FBtr0075568	FBpp0075321
FBgn0036518	FBtr0075569	FBpp0075322
FBgn0036518	FBtr0290065	FBpp0288504
FBgn0036518	FBtr0303510	FBpp0292544
FBgn0036518	FBtr0332092	FBpp0304402
FBgn0036518	FBtr0332093	FBpp0304403
FBgn0036519	FBtr0075591	FBpp0075344
FBgn0036520	FBtr0075590	FBpp0075343
FBgn0036520	FBtr0332094	FBpp0304404
FBgn0036522	FBtr0075570	FBpp0075323
FBgn0036527	FBtr0075577	FBpp0075330
FBgn0036528	FBtr0075581	FBpp0075334
FBgn0036529	FBtr0075578	FBpp0075331
FBgn0036531	FBtr0075502	FBpp0075257
FBgn0036532	FBtr0075503	FBpp0075258
FBgn0036534	FBtr0075538	FBpp0075293
FBgn0036534	FBtr0075539	FBpp0075294
FBgn0036534	FBtr0100528	FBpp0099969
FBgn0036534	FBtr0304975	FBpp0293514
FBgn0036536	FBtr0075506	FBpp0075261
FBgn0036537	FBtr0075537	FBpp0075292
FBgn0036537	FBtr0306855	FBpp0297750
FBgn0036537	FBtr0332134	FBpp0304444
FBgn0036538	FBtr0075536	FBpp0075291
FBgn0036538	FBtr0306854	FBpp0297749
FBgn0036544	FBtr0089527	FBpp0088511
FBgn0036544	FBtr0334070	FBpp0306195
FBgn0036544	FBtr0334071	FBpp0306196
FBgn0036545	FBtr0075509	FBpp0075264
FBgn0036545	FBtr0273189	FBpp0271697
FBgn0036545	FBtr0333572	FBpp0305749
FBgn0036547	FBtr0075511	FBpp0075266
FBgn0036547	FBtr0333574	FBpp0305751
FBgn0036549	FBtr0075512	FBpp0075267
FBgn0036550	FBtr0075513	FBpp0075268
FBgn0036551	FBtr0075514	FBpp0075269
FBgn0036551	FBtr0333575	FBpp0305752
FBgn0036552	FBtr0075515	FBpp0075270
FBgn0036552	FBtr0302493	FBpp0291655
FBgn0036553	FBtr0075516	FBpp0075271
FBgn0036553	FBtr0333576	FBpp0305753
FBgn0036556	FBtr0075521	FBpp0075276
FBgn0036556	FBtr0333579	FBpp0305756
FBgn0036557	FBtr0075519	FBpp0075274
FBgn0036560	FBtr0075437	FBpp0075195
FBgn0036560	FBtr0333614	FBpp0305791
FBgn0036563	FBtr0301031	FBpp0290253
FBgn0036565	FBtr0075497	FBpp0075252
FBgn0036565	FBtr0333599	FBpp0305776
FBgn0036566	FBtr0075444	FBpp0075201
FBgn0036566	FBtr0302503	FBpp0291665
FBgn0036566	FBtr0333598	FBpp0305775
FBgn0036567	FBtr0075496	FBpp0075251
FBgn0036568	FBtr0075446	FBpp0075203
FBgn0036569	FBtr0302328	FBpp0291534
FBgn0036570	FBtr0075495	FBpp0075250
FBgn0036571	FBtr0075452	FBpp0075208
FBgn0036571	FBtr0301912	FBpp0291126
FBgn0036571	FBtr0333292	FBpp0305487
FBgn0036574	FBtr0089713	FBpp0088654
FBgn0036574	FBtr0089714	FBpp0088655
FBgn0036574	FBtr0307518	FBpp0300173
FBgn0036575	FBtr0075490	FBpp0075245
FBgn0036576	FBtr0307519	FBpp0300174
FBgn0036576	FBtr0307520	FBpp0300175
FBgn0036576	FBtr0307521	FBpp0300176
FBgn0036576	FBtr0346525	FBpp0312143
